"Triangle Research International, Inc.",,,,,,
Tridium,,,,,,
Trihedral Engineering Limited,,,,,,
Tropos,,,,,,
TURCK,,,,,,
Unified Automation,,,,,,
Unitronics,,,,,,
Universal Robots,,,,,,
Vecna,,,,,,
VideoInsight,,,,,,
VIPA Controls,,,,,,
VISAM,,,,,,
Visonic,,,,,,
Vyaire Medical,,,,,,
WAGO,,,,,,
"ABB, PHOENIX CONTACT, Schneider Electric, Siemens, WAGO",,,,,,
WECON,,,,,,
Weidmueller,,,,,,
WellinTech,,,,,,
Westermo,,,,,,
"ENEA, Green Hills Software, ITRON, IP Infusion, Wind River",,,,,,
Wind River,,,,,,
"Wind River, GE",,,,,,
xArrow,,,,,,
Xiongmai,,,,,,
XZERES,,,,,,
Siemens,,,,,,
Sierra Wireless,,,,,,
"GE, Silex Technology",,,,,,
SIMPlight,,,,,,
Sinapsi,,,,,,
Sixnet,,,,,,
SMA Solar Technology AG,,,,,,
Smiths Medical,,,,,,
Software Toolbox,,,,,,
Solar Controls,,,,,,
SpecView,,,,,,
SpiderControl,,,,,,
"Siemens, COPA-DATA, Sprecher Automation, PHOENIX CONTACT",,,,,,
St. Jude Medical,,,,,,
Stryker,,,,,,
SUBNET Solutions Inc.,,,,,,
Sunway,,,,,,
Synergy Systems & Solutions,,,,,,
Systech,,,,,,
Tec4Data,,,,,,
Telecrane,,,,,,
Teledyne DALSA,,,,,,
Tesla,,,,,,
Thales DIS,,,,,,
Tibbo,,,,,,
"Tollgrade Communications, Inc.",,,,,,
Trane U.S. Inc.,,,,,,
Triangle MicroWorks,,,,,,
Triangle MicroWorks,,,,,,
Triangle MicroWorks,,,,,,
"Triangle Research International, Inc.",,,,,,
"ABB, PHOENIX CONTACT, Schneider Electric, Siemens, WAGO",,,,,,
"Siemens, COPA-DATA, Sprecher Automation, PHOENIX CONTACT",,,,,,
Schneider Electric,,,,,,
"Pro-face, Schneider Electric",,,,,,
"Mitsubishi Electric Automation, Schneider Electric",,,,,,
Schweitzer Engineering Laboratories,,,,,,
SearchBlox,,,,,,
Sensys Networks,,,,,,
"General Motors, Shanghai OnStar",,,,,,
SICK,,,,,,
Sielco Sistemi,,,,,,
Rockwell Automation,,,,,,
RuggedCom,,,,,,
SafeNet,,,,,,
Saia Burgess Controls,,,,,,
Saia Burgess Controls,,,,,,
Samsung,,,,,,
Satel Iberia,,,,,,
SCADA Engine,,,,,,
Scadatec Limited,,,,,,
"AVEVA, Schneider Electric",,,,,,
"ABB, PHOENIX CONTACT, Schneider Electric, Siemens, WAGO",,,,,,
Pacom,,,,,,
PACTware Consortium,,,,,,
Panasonic,,,,,,
"Panasonic, Panasonic Electric Works Europe AG",,,,,,
Pangea Communications,,,,,,
"PDQ Manufacturing, Inc.",,,,,,
PEPPERL+FUCHS,,,,,,
"PEPPERL+FUCHS, ecom instrument",,,,,,
Philips,,,,,,
Phoenix Broadband Technologies LLC,,,,,,
PHOENIX CONTACT,,,,,,
"ABB, PHOENIX CONTACT, Schneider Electric, Siemens, WAGO",,,,,,
"Siemens, COPA-DATA, Sprecher Automation, PHOENIX CONTACT",,,,,,
"PHOENIX CONTACT, Innominate Security Technologies",,,,,,
Pilz,,,,,,
Post Oak Traffic Systems,,,,,,
Prima Systems,,,,,,
"Pro-face, Schneider Electric",,,,,,
ProMinent,,,,,,
ProSoft Technology,,,,,,
PSI GridConnect,,,,,,
QNX,,,,,,
Qualcomm Life,,,,,,
Quest,,,,,,
RealFlex Technologies,,,,,,
Red Lion Controls,,,,,,
"Red Lion Controls, AutomationDirect",,,,,,
Reliable Controls,,,,,,
Resource Data Management,,,,,,
Rexroth Bosch,,,,,,
Rittal,,,,,,
RLE Nova-Wind,,,,,,
Roche,,,,,,
Moxa,,,,,,
mySCADA,,,,,,
N-Tron,,,,,,
Nari,,,,,,
National Renewable Energy Laboratory (NREL),,,,,,
"Natus Medical, Inc.",,,,,,
Navis,,,,,,
NetComm Wireless,,,,,,
Network Vision,,,,,,
Newport,,,,,,
Nordex,,,,,,
Nortek,,,,,,
NovaTech,,,,,,
NUUO,,,,,,
NXP,,,,,,
NXP Semiconductors,,,,,,
Ocean Data,,,,,,
OleumTech,,,,,,
OmniMetrix,,,,,,
Omron,,,,,,
Open Automation Software,,,,,,
Optergy,,,,,,
Optimalog,,,,,,
Opto 22,,,,,,
OPW Fuel Management Systems,,,,,,
ORing,,,,,,
Orpak,,,,,,
OSIsoft,,,,,,
"ENEA, Green Hills Software, ITRON, IP Infusion, Wind River",,,,,,
JanTek,,,,,,
Johnson Controls,,,,,,
Kabona AB,,,,,,
Kepware Technologies,,,,,,
KMC Controls,,,,,,
Korenix,,,,,,
Koyo,,,,,,
KUKA,,,,,,
Kunbus,,,,,,
Lantech,,,,,,
LAVA Computer MFG Inc.,,,,,,
LCDS - Leão Consultoria e Desenvolvimento de Sistemas Ltda ME,,,,,,
LCDS—Leão Consultoria e Desenvolvimento de Sistemas LTDA ME,,,,,,
Locus Energy,,,,,,
LOYTEC,,,,,,
Lynxspring,,,,,,
"GE, MACTek",,,,,,
Magnetrol,,,,,,
Marel,,,,,,
Martem,,,,,,
MatrikonOPC,,,,,,
McAfee,,,,,,
Measuresoft,,,,,,
Medtronic,,,,,,
Meinberg,,,,,,
Meteocontrol,,,,,,
Microsoft,,,,,,
MICROSYS,,,,,,
Miele Professional,,,,,,
Mirion Technologies,,,,,,
Mitsubishi Electric,,,,,,
Mitsubishi Electric Automation,,,,,,
"Mitsubishi Electric Automation, Schneider Electric",,,,,,
Mitsubishi Electric Europe B.V.,,,,,,
Monroe Electronics,,,,,,
Morpho,,,,,,
Motorola Solutions,,,,,,
"Harman-Kardon, Fiat-Chrysler Automobile US LLC",,,,,,
Hetronic,,,,,,
Hikvision,,,,,,
"Hirschmann, Belden",,,,,,
HMS Networks,,,,,,
Honeywell,,,,,,
Horner Automation,,,,,,
Hospira,,,,,,
Hyundai Motor America,,,,,,
I-GEN,,,,,,
I-SENS Inc.,,,,,,
IBC Solar,,,,,,
IBHsoftec GmbH,,,,,,
Ice Qube,,,,,,
ICONICS,,,,,,
IDenticard,,,,,,
IDS,,,,,,
INDAS,,,,,,
Inductive Automation,,,,,,
"Advantech, InduSoft",,,,,,
InduSoft,,,,,,
Infinite Automation Systems,,,,,,
IniNet Solutions GmbH,,,,,,
iniNet Solutions GmbH,,,,,,
Innominate,,,,,,
"PHOENIX CONTACT, Innominate Security Technologies",,,,,,
Insulet,,,,,,
Intel,,,,,,
Intellicom,,,,,,
INTERSCHALT,,,,,,
Invensys,,,,,,
INVT Electric,,,,,,
IOServer,,,,,,
"ENEA, Green Hills Software, ITRON, IP Infusion, Wind River",,,,,,
iRZ,,,,,,
Entes,,,,,,
ENTTEC,,,,,,
Environmental Systems Corporation,,,,,,
Envitech Ltd.,,,,,,
Equinox,,,,,,
Ethicon,,,,,,
Everest Software LLC,,,,,,
eWON sa,,,,,,
Exemys,,,,,,
EZAutomation,,,,,,
Fatek,,,,,,
Festo,,,,,,
"Harman-Kardon, Fiat-Chrysler Automobile US LLC",,,,,,
Fidelix,,,,,,
Flexera,,,,,,
Fox-IT,,,,,,
Fr. Sauter AG,,,,,,
Fuji Electric,,,,,,
Fujifilm,,,,,,
Fultek,,,,,,
GAIN Electronic Co. Ltd,,,,,,
Galil,,,,,,
GarrettCom,,,,,,
GE,,,,,,
"Wind River, GE",,,,,,
"Catapult Software, GE",,,,,,
"GE, MACTek",,,,,,
"GE, Silex Technology",,,,,,
GE Digital,,,,,,
Gemalto,,,,,,
,,,,,,
"General Motors, Shanghai OnStar",,,,,,
GEOVAP,,,,,,
Geutebrück,,,,,,
gpsd Open Source Project,,,,,,
"ENEA, Green Hills Software, ITRON, IP Infusion, Wind River",,,,,,
"Hangzhou Xiongmai Technology Co., Ltd",,,,,,
Hanwha Techwin,,,,,,
Harman,,,,,,
Cogent Real-Time Systems Inc,,,,,,
Columbia Weather Systems,,,,,,
Computrols,,,,,,
Continental AG,,,,,,
ControlByWeb,,,,,,
Cooper Power Systems,,,,,,
"Siemens, COPA-DATA, Sprecher Automation, PHOENIX CONTACT",,,,,,
COPA-DATA,,,,,,
Crestron,,,,,,
CSWorks,,,,,,
"Ctek, Inc.",,,,,,
CyberVision,,,,,,
"Dahua Technology Co., Ltd",,,,,,
Datalogic,,,,,,
Davolink,,,,,,
Delta Controls,,,,,,
Delta Electronics,,,,,,
Detcon,,,,,,
Digi International,,,,,,
Digital Canal Structural,,,,,,
Digital Electronics,,,,,,
Digium,,,,,,
Dräger,,,,,,
EasyIO,,,,,,
Eaton,,,,,,
Eaton&#039;s Cooper Power Systems,,,,,,
Ecava,,,,,,
Echelon,,,,,,
"PEPPERL+FUCHS, ecom instrument",,,,,,
Elecsys,,,,,,
Elipse,,,,,,
Emerson,,,,,,
Endress+Hauser,,,,,,
"Endress+Hauser, CodeWrights GmbH",,,,,,
"ENEA, Green Hills Software, ITRON, IP Infusion, Wind River",,,,,,
Advantech,,,,,,
Advantech B+B SmartWorx,,,,,,
AGG Software,,,,,,
Alstom,,,,,,
American Auto-Matrix,,,,,,
AMTELCO,,,,,,
Animas,,,,,,
Arbiter Systems,,,,,,
ARC Informatique,,,,,,
ATI Systems,,,,,,
Auto-Maskin,,,,,,
Automated Logic Corporation,,,,,,
Automated Solutions,,,,,,
AutomationDirect,,,,,,
"Red Lion Controls, AutomationDirect",,,,,,
"AVEVA, Schneider Electric",,,,,,
AVEVA,,,,,,
AzeoTech,,,,,,
B&R,,,,,,
B+B SmartWorx,,,,,,
B. Braun Medical Inc.,,,,,,
Baxter,,,,,,
BeaconMedaes,,,,,,
Beckhoff,,,,,,
Beckwith Electric,,,,,,
"Becton, Dickinson and Company (BD)",,,,,,
"CareFusion, Becton, Dickinson and Company (BD)",,,,,,
Beijer Electronics,,,,,,
"Hirschmann, Belden",,,,,,
Belden,,,,,,
BINOM3,,,,,,
Biosense Webster,,,,,,
Black Box,,,,,,
BLF-Tech LLC,,,,,,
"BMC Medical, 3B Medical",,,,,,
Boston Scientific,,,,,,
C3-ilex,,,,,,
CA Technologies,,,,,,
Cambium Networks,,,,,,
"Canary Labs, Inc.",,,,,,
CareFusion,,,,,,
CAREL,,,,,,
Carestream,,,,,,
Carlo Gavazzi,,,,,,
"Catapult Software, GE",,,,,,
Catapult Software,,,,,,
Certec EDV GmbH,,,,,,
CG Automation,,,,,,
Change Healthcare,,,,,,
"CIMON, Inc.",,,,,,
Circontrol,,,,,,
Clorius Controls A/S,,,,,,
CodeWrights GmbH,,,,,,
"Endress+Hauser, CodeWrights GmbH",,,,,,
Cogent Real-Time Systems Inc,,,,,,
360 Systems,,,,,,
"BMC Medical, 3B Medical",,,,,,
3S-Smart Software Solutions,,,,,,
7-Technologies,,,,,,
ABB,,,,,,
"ABB, PHOENIX CONTACT, Schneider Electric, Siemens, WAGO",,,,,,
Abbott Laboratories,,,,,,
Accuenergy,,,,,,
Adcon Telemetry,,,,,,
Advantech,,,,,,